,TEI,TEO,TCI,TCO,Heat,FWC,FWE
2062,55.36,46.29,85.33,94.01,52.75,267.2,216.1
2063,57.24,50.84,85.33,91.3,32.69,268.4,215.7
2064,53.35,45.31,68.54,76.28,46.656,266.7,217.0
2065,43.65,40.44,62.44,65.84,33.0861,268.7,214.1
2066,55.93,45.84,70.3,79.68,51.38,268.0,214.3
2067,55.6,44.9,70.26,80.25,53.16,267.4,215.7
2068,43.81,40.11,72.84,76.65,32.899,267.9,214.9
2069,53.64,50.27,62.44,65.59,18.79,270.1,214.3
2070,49.22,45.64,84.02,87.87,39.546,270.1,215.1
2071,61.38,50.47,75.54,85.86,59.95,265.7,213.8
2072,62.2,52.19,85.66,94.99,48.11,267.0,216.2
2073,50.28,42.12,65.84,73.25,30.06,266.8,217.0
2074,52.9,49.9,77.06,80.29,31.756,268.3,216.6
2075,56.14,49.9,65.8,71.57,30.03,267.9,214.9
2076,43.93,40.19,70.22,74.07,32.924,267.1,214.6
2077,45.61,39.05,69.61,75.91,42.503,269.2,214.3
2078,56.46,50.27,85.33,91.26,37.26,268.9,216.5
2079,50.2,41.26,72.84,80.66,26.46,269.4,215.4
2080,49.79,42.08,65.51,72.43,29.03,268.0,214.7
2081,51.18,46.09,82.18,87.21,37.52,270.2,216.9
2082,50.2,40.81,79.35,88.23,52.12,267.2,214.9
2083,49.17,39.95,78.49,86.96,40.41,267.4,215.7
2084,49.5,41.3,74.15,82.05,59.094,273.7,214.5
2085,45.86,39.05,71.37,78.08,48.44,267.4,215.0
2086,56.91,50.43,73.95,80.17,36.33,266.8,217.7
2087,49.95,40.4,79.96,89.01,55.31,268.3,214.6
2088,52.7,45.43,69.11,76.03,49.669,275.4,215.6
2089,53.97,50.76,85.08,88.4,30.2,270.5,215.2
2090,56.22,49.69,86.23,92.7,47.807,267.7,215.3
2091,51.75,45.84,84.84,90.73,45.01,269.0,216.3
2092,43.97,40.56,70.18,73.74,34.153,271.4,214.8
2093,46.43,40.48,80.09,85.9,39.05,266.9,215.9
2094,46.76,40.68,80.21,86.23,44.26,267.4,215.2
2095,50.61,45.48,86.68,91.71,37.0,269.5,215.2
2096,51.3,45.23,81.85,87.78,43.48,270.9,215.8
2097,55.89,45.19,70.42,80.45,55.27,267.0,215.0
2098,53.11,50.43,75.42,78.2,24.15,266.9,215.8
2099,49.91,42.69,64.77,71.36,28.85,267.4,216.8
2100,54.13,50.8,85.21,88.52,26.64,270.4,214.5
2101,56.95,49.9,71.08,77.71,33.98,263.8,215.1
2102,46.6,40.73,67.68,73.29,36.45,270.9,216.4
2103,56.34,45.84,70.96,80.74,52.6,268.7,216.2
2104,51.26,45.19,85.29,91.26,41.9,267.3,215.9
2105,61.7,51.74,85.7,95.15,54.82,266.9,215.7
2106,53.8,49.9,64.57,68.25,21.35,268.8,216.2
2107,53.52,50.22,85.08,88.4,27.56,268.9,213.7
2108,56.34,49.98,66.29,72.1,27.11,268.2,216.0
2109,55.64,45.19,70.1,79.8,45.77,265.2,216.2
2110,49.91,45.6,82.91,87.37,40.45,270.6,215.9
2111,53.6,50.22,62.56,65.8,21.75,270.2,215.0
2112,61.7,51.78,85.66,95.19,57.93,266.6,216.4
2113,51.59,45.35,85.74,91.8,41.54,268.8,215.6
2114,49.38,44.57,77.18,81.81,29.72,267.0,214.8
2115,54.13,46.46,72.43,79.84,45.93,264.6,214.6
2116,50.65,44.7,74.97,80.7,36.86,267.2,214.9
2117,51.51,40.48,69.93,80.37,60.44,266.1,214.5
2118,55.85,49.77,65.31,71.0,31.22,268.0,215.9
2119,48.97,45.39,85.78,89.42,31.19,269.4,214.8
2120,56.95,50.68,85.33,91.3,36.08,269.4,217.1
2121,56.01,45.68,75.62,85.49,59.61,267.5,216.1
2122,51.47,42.53,80.62,89.01,47.21,268.8,216.2
2123,51.63,40.19,70.1,80.95,60.46,265.8,216.0
2124,59.37,49.82,71.53,80.33,43.48,267.1,215.0
2125,48.93,45.64,65.8,69.03,23.58,267.5,213.9
2126,63.34,53.46,75.62,84.75,40.07,264.6,216.8
2127,56.83,50.1,67.48,74.03,43.393,266.4,215.3
2128,47.0,40.19,64.9,71.41,41.712,269.1,215.4
2129,47.54,41.34,81.07,87.17,47.31,271.2,214.8
2130,61.05,51.58,85.62,94.5,47.97,266.6,215.4
2131,59.98,50.55,85.33,94.38,55.85,266.9,215.6
2132,54.05,45.15,83.16,91.35,40.71,268.5,215.8
2133,59.12,49.94,70.55,79.14,43.13,264.9,215.8
2134,48.15,44.86,64.65,67.88,24.133,269.9,215.1
2135,47.37,40.03,66.58,73.7,47.818,268.5,215.9
2136,49.58,46.09,62.24,65.18,6.329,269.8,215.1
2137,48.77,45.56,64.32,67.47,22.96,270.2,216.5
2138,48.07,45.15,75.54,78.61,28.913,269.4,215.4
2139,55.07,46.74,70.38,78.32,47.709,267.9,216.4
2141,61.01,50.1,75.42,85.74,57.89,265.8,215.2
2142,49.09,45.64,85.04,88.56,29.95,269.2,215.1
2143,43.61,40.07,80.78,84.59,38.827,270.3,216.0
2144,56.75,50.51,84.88,90.9,40.47,268.7,214.9
2145,50.81,41.42,81.11,90.08,57.21,269.0,215.3
2146,53.56,46.17,75.13,82.09,45.15,273.5,216.0
2147,60.68,50.43,85.78,95.48,55.22,267.0,216.0
2148,46.88,41.05,79.8,85.74,49.337,267.5,214.6
2149,56.14,49.94,65.8,71.61,33.02,266.9,213.9
2150,51.14,44.33,64.86,71.24,37.199,268.5,214.4
2151,56.87,50.43,75.54,81.68,37.22,266.7,214.7
2152,56.22,47.07,85.57,94.21,50.05,268.4,216.1
2153,42.79,39.91,61.05,64.04,28.023,271.2,214.8
2154,55.6,45.19,70.06,79.76,49.19,266.4,216.0
2155,56.95,50.68,85.29,91.26,37.13,268.7,215.4
2156,51.39,44.29,66.04,72.88,45.344,268.8,215.3
2157,59.45,49.9,71.57,80.41,44.16,268.1,216.5
2158,50.16,40.28,65.92,75.05,44.74,267.7,216.4
2160,54.13,50.8,85.29,88.6,25.48,269.6,216.0
2161,49.95,41.09,65.51,73.86,47.32,267.5,215.7
2162,49.17,45.76,84.67,88.15,30.7,270.0,213.8
2163,54.95,45.64,84.92,93.8,54.83,267.0,214.6
2164,61.7,51.74,85.7,95.11,48.88,265.3,217.2
2166,45.65,39.37,69.4,75.46,41.627,269.5,214.8
2167,56.34,45.68,71.2,81.15,56.31,269.7,215.6
2168,50.61,44.62,74.85,80.54,35.02,269.0,215.5
2169,59.86,50.35,85.25,94.25,50.51,265.7,215.3
2170,49.17,45.76,84.67,88.19,32.78,270.3,213.2
2171,55.23,46.09,85.33,94.13,56.57,268.5,216.2
2172,54.91,45.97,83.9,92.29,46.18,266.7,215.0
2173,51.26,44.08,65.72,72.39,34.46,269.3,217.5
2174,56.05,47.15,84.1,92.29,40.07,268.3,216.1
2175,56.26,45.64,75.01,85.12,63.72,268.7,214.8
2176,57.24,48.83,77.22,85.41,51.263,263.9,215.4
2177,56.95,50.59,75.83,81.85,34.77,268.1,216.3
2178,60.35,50.27,85.49,95.11,58.19,267.0,215.3
2179,49.13,45.64,85.41,89.09,33.75,266.5,214.9
2181,65.59,57.02,82.38,89.38,2.29,267.2,216.4
2182,54.01,49.9,65.31,69.28,26.923,269.2,215.4
2183,43.32,39.87,71.57,75.21,35.086,269.7,215.0
2184,48.11,39.17,63.05,71.36,44.02,266.8,214.4
2185,53.88,49.98,64.61,68.29,20.87,268.1,216.4
2186,48.15,45.23,75.54,78.65,30.278,269.0,215.6
2187,59.04,49.86,70.59,79.1,43.03,266.3,214.8
2188,61.5,52.23,74.64,83.4,46.28,264.6,216.0
2189,59.98,50.51,85.33,94.29,53.0,267.4,214.9
2190,50.69,44.7,75.01,80.74,36.63,268.8,215.3
2191,51.47,45.23,85.7,91.84,44.12,267.3,214.8
2192,58.06,51.21,68.05,74.52,38.388,268.5,215.2
2193,46.84,40.77,80.95,86.92,45.43,270.1,214.7
2194,44.26,40.81,80.09,83.77,37.764,271.5,214.9
2195,43.69,40.28,80.25,83.89,36.16,269.5,215.2
2196,50.44,41.01,66.33,75.13,44.62,266.7,216.6
2197,51.34,44.57,66.21,72.31,32.16,275.4,215.6
2198,56.75,50.51,85.04,91.06,37.72,265.9,215.2
2199,62.81,53.91,86.07,93.68,18.77,269.2,215.9
2200,48.44,45.52,64.57,67.56,26.131,271.0,216.0
2201,46.84,39.95,65.06,71.69,41.94,267.0,215.4
2202,51.3,40.52,69.61,79.68,54.2,267.4,215.5
2204,49.01,39.78,63.79,72.47,49.595,268.2,215.6
2205,55.32,46.29,85.45,94.05,52.57,267.9,215.5
2206,49.09,41.83,63.3,69.97,34.01,267.4,213.7
2207,55.32,46.25,85.33,94.05,53.11,266.7,216.6
2208,56.91,46.01,75.83,86.23,58.65,265.4,216.4
2209,51.26,46.29,82.87,87.78,38.43,271.9,216.0
2210,51.75,42.9,80.5,88.68,42.31,268.9,215.9
2211,53.92,50.1,64.45,68.05,20.84,270.7,217.8
2212,48.93,45.39,85.7,89.34,32.63,270.4,215.5
2213,58.39,49.57,72.27,79.47,12.26,274.6,214.8
2214,46.64,40.4,80.21,86.35,44.78,268.1,214.9
2215,49.99,40.36,80.13,89.3,55.97,267.9,215.3
2216,56.91,50.63,85.21,91.14,35.43,268.6,215.3
2217,48.44,45.72,75.13,78.08,30.481,268.3,214.3
2218,47.09,41.01,81.07,87.05,47.19,270.8,213.4
2219,56.18,47.15,85.41,94.05,53.26,267.2,215.5
2220,51.92,40.85,69.93,80.29,57.57,267.0,214.3
2221,54.99,46.01,84.02,92.41,43.8,266.7,215.9
2222,54.09,45.56,86.64,94.58,39.61,265.7,215.6
2223,57.36,50.1,87.05,94.29,55.36,268.4,215.8
2224,50.36,44.9,65.14,70.26,30.074,270.2,215.6
2225,61.21,49.98,75.83,86.51,59.72,264.9,215.7
2226,54.13,51.33,76.32,79.47,35.461,267.2,214.3
2227,49.83,40.44,79.43,88.27,49.33,267.2,215.7
2228,56.67,50.59,74.93,80.66,33.96,267.4,214.1
2229,47.33,40.44,65.72,72.31,42.335,267.7,214.0
2230,57.49,48.67,85.41,93.64,43.69,267.2,215.5
2231,48.11,45.15,75.54,78.65,28.546,269.7,217.4
2232,50.2,44.21,75.75,81.56,40.08,267.6,213.9
2233,52.04,45.8,86.15,92.25,45.13,270.3,214.9
2234,43.65,40.19,80.25,83.98,37.227,268.9,216.4
2235,48.89,45.39,65.92,69.28,22.25,269.2,215.0
2236,54.13,49.9,64.9,68.83,23.73,271.0,213.3
2237,51.51,44.74,66.21,72.39,33.25,274.0,216.6
2238,56.3,49.94,66.29,72.14,30.86,269.4,214.8
2239,48.97,45.39,85.74,89.38,32.2,271.3,214.8
2240,56.26,49.98,75.42,81.48,39.54,266.9,214.5
2241,56.34,50.06,66.25,72.02,29.08,270.0,216.6
2242,56.3,49.98,66.29,72.14,29.91,268.3,216.2
2243,55.64,45.15,70.06,79.84,55.4,268.3,214.1
2244,45.65,39.66,68.99,74.72,35.634,266.9,214.7
2245,43.16,39.95,69.24,72.72,36.80983,269.9,214.3
2246,49.87,43.88,75.71,81.48,37.66,268.2,215.4
2247,45.78,41.54,58.14,62.32,30.448,268.0,215.2
2248,57.45,50.35,86.43,93.35,49.41,270.5,216.1
2249,43.36,39.99,71.24,74.84,35.594,268.9,215.1
2250,58.55,49.61,85.94,94.25,42.22,267.7,216.6
2251,55.15,45.97,85.33,94.09,52.13,267.7,216.6
2252,44.83,41.26,58.63,62.23,27.535,266.9,216.2
2253,55.6,45.23,70.06,79.72,49.37,266.6,215.8
2254,56.14,49.9,65.84,71.57,26.77,267.6,216.5
2255,46.1,39.87,80.46,86.68,48.681,268.5,214.6
2256,49.99,40.36,80.09,89.3,56.92,267.8,215.7
2257,47.78,44.82,75.75,78.82,27.31,268.6,215.3
2258,54.95,45.15,69.89,79.02,50.38,270.4,216.7
2259,55.4,44.9,70.83,80.78,56.37,266.7,216.1
2260,55.07,46.5,70.67,78.82,48.349,266.8,215.1
2261,55.93,45.07,75.26,85.57,59.85,267.6,216.5
2262,49.91,39.91,66.0,75.25,48.31,269.5,216.2
2263,52.16,40.85,70.18,80.82,57.62,266.0,215.4
2264,51.71,42.81,80.5,88.77,44.65,268.1,214.8
2265,50.28,45.11,65.18,70.05,29.82,270.8,215.6
2266,47.62,40.6,65.96,72.59,38.98,267.7,215.1
2267,56.22,49.82,66.25,72.06,25.21,268.5,216.9
2268,47.58,40.48,66.25,73.17,48.407,268.6,215.2
2269,51.14,44.0,65.72,72.47,39.692,268.2,215.8
2270,56.05,46.74,85.29,94.17,53.63,267.5,215.9
2271,59.21,50.06,70.71,79.27,44.18,266.6,216.4
2272,61.34,50.43,75.5,85.82,54.47,264.7,216.3
2273,48.11,44.86,64.65,67.88,25.694,270.5,215.1
2274,48.27,45.31,75.5,78.57,26.76,268.5,216.4
2275,56.71,49.61,77.39,84.06,32.901,264.9,217.3
2276,56.75,50.59,85.04,90.9,31.71,264.9,216.7
2277,48.32,44.78,66.29,69.73,24.268,270.7,216.4
2278,50.98,42.49,66.41,74.39,45.46,269.3,216.7
2279,57.0,45.97,76.2,86.72,65.58,268.6,215.7
2280,50.2,40.81,79.43,88.27,52.66,268.8,214.8
2281,46.39,40.44,79.76,85.57,41.43,270.3,216.5
2282,55.36,46.66,82.75,90.73,39.1,267.4,214.7
2283,43.65,39.99,66.13,69.85,32.421,268.9,213.2
2284,52.04,45.84,86.15,92.25,44.72,268.8,215.3
2285,56.59,50.27,75.38,81.4,35.33,265.3,214.4
2286,48.11,44.86,64.65,67.88,24.975,270.0,216.2
2287,49.22,45.8,84.96,88.48,32.18,271.7,215.8
2288,47.21,40.97,75.42,81.64,51.871,272.8,215.3
2289,56.95,50.68,85.33,91.3,37.04,268.9,215.7
2290,52.53,44.53,68.01,75.7,50.001,268.0,215.1
2291,56.22,45.48,75.95,85.94,52.26,267.5,215.6
2292,55.11,45.15,70.96,80.17,44.91,266.9,215.9
2293,51.02,44.29,64.45,70.67,34.22,269.7,214.7
2294,51.14,40.32,69.61,79.8,55.91,266.9,216.1
2295,56.46,50.35,74.85,80.62,30.97,264.9,215.4
2296,60.48,50.47,85.45,94.99,56.65,266.1,215.0
2297,46.68,40.68,79.92,85.82,42.31,268.5,215.9
2298,48.64,45.48,64.73,67.88,24.786,269.3,214.5
2299,56.79,50.63,85.08,90.94,36.53,268.0,214.3
2300,49.13,45.88,85.29,88.73,33.73,270.7,215.5
2301,46.88,40.03,64.94,71.41,38.171,268.4,215.3
2302,52.0,45.84,85.45,91.51,43.49,268.3,215.8
2303,50.4,44.45,74.85,80.62,36.64,266.3,216.2
2304,47.33,40.23,66.21,72.96,43.11,269.8,215.2
2305,50.69,44.74,74.97,80.74,41.129,268.9,213.6
2306,51.34,44.08,66.58,73.66,50.421,270.2,216.1
2307,56.01,49.9,65.31,70.91,27.05,268.1,215.6
2308,49.75,40.36,79.39,88.15,48.92,267.8,214.2
2309,53.97,50.1,64.65,68.38,24.14,268.6,216.3
2310,53.15,50.43,75.42,78.2,23.55,267.4,214.6
2311,61.13,50.18,75.42,85.74,52.51,262.9,215.0
2312,51.88,45.72,85.37,91.39,42.8,268.5,215.0
2313,51.88,40.77,69.93,80.41,59.83,267.3,215.4
2314,49.09,45.52,85.74,89.42,33.05,271.2,216.2
2315,56.71,50.55,84.71,90.69,39.49,268.0,216.3
2316,45.61,39.21,69.56,75.7,41.209,270.3,215.3
2317,49.13,45.56,85.21,88.93,33.87,267.4,213.8
2318,53.64,50.31,62.48,65.63,18.34,267.6,215.6
2319,54.37,50.31,64.9,68.78,24.81,270.6,217.0
2320,56.22,49.86,66.08,72.06,32.66,267.5,216.3
2321,56.83,45.8,75.99,86.43,59.26,266.6,215.6
2322,45.86,39.13,71.16,77.63,40.85,267.9,216.0
2323,52.57,49.65,76.12,79.06,22.83,266.8,215.7
2324,48.32,45.35,75.71,78.78,28.33,270.8,215.2
2325,48.81,45.23,85.16,88.85,31.72,268.1,215.6
2326,56.5,46.25,71.08,80.74,52.97,266.5,215.9
2327,60.6,50.43,85.62,95.32,57.54,266.7,215.8
2328,52.61,42.61,70.79,80.0,53.01,273.4,215.6
2329,52.82,50.1,75.13,77.96,24.11,266.0,215.9
2330,48.44,45.02,66.0,69.36,23.29,268.9,217.8
2331,58.96,49.77,70.42,78.98,44.94,266.7,215.0
2332,52.7,49.98,75.09,77.96,26.242,267.5,216.1
2333,45.69,39.87,61.38,66.94,36.278,268.4,213.8
2334,48.36,45.39,75.83,78.82,24.85,270.2,215.1
2335,55.69,46.58,85.45,94.17,54.84,267.9,215.5
2336,53.68,50.39,85.12,88.52,31.04,270.3,214.7
2337,55.64,45.23,70.06,79.8,51.43,266.3,215.5
2338,65.63,56.98,82.63,89.71,5.77,268.5,215.1
2339,51.88,45.68,85.45,91.47,41.15,268.8,215.7
2340,55.4,51.62,83.94,88.03,41.45,269.2,216.5
2341,55.48,46.38,85.41,94.17,57.38,268.7,215.5
2342,52.12,41.46,70.67,80.95,64.32,266.8,216.0
2343,56.67,50.72,84.55,90.44,42.63,267.7,216.2
2344,50.61,41.38,80.78,89.54,49.04,266.6,216.9
2345,43.48,40.23,70.96,74.31,31.094,272.3,215.8
2346,50.12,40.15,66.45,75.79,51.13,266.8,214.9
2347,53.11,50.31,75.87,78.73,24.04,267.6,215.2
2348,54.83,45.56,84.8,93.72,57.17,268.1,216.0
2349,43.69,40.11,80.82,84.63,38.046,270.0,214.7
2350,51.3,44.12,65.76,72.43,36.95,269.4,215.2
2351,51.3,45.23,85.29,91.14,37.3,268.2,216.5
2352,54.58,46.58,69.4,77.22,54.3487,268.9,216.4
2353,47.17,40.32,65.06,71.57,41.299,269.6,214.9
2354,65.51,57.88,78.04,84.14,0.55,269.8,215.1
2355,47.78,44.86,75.09,78.12,27.645,270.1,215.3
2356,48.27,44.86,65.92,69.19,22.33,270.2,214.5
2357,43.73,40.11,65.59,69.28,29.819,268.3,216.9
2358,61.7,51.78,85.78,95.19,54.53,268.3,217.0
2359,57.45,50.47,67.64,74.19,37.527,269.5,216.3
2360,54.09,50.8,85.21,88.48,25.21,269.1,215.5
2361,51.18,42.24,66.21,74.56,47.2,269.6,215.8
2362,51.3,45.23,85.29,91.14,39.05,268.7,215.0
2363,53.88,45.15,79.31,87.74,54.85,266.0,213.9
2364,43.44,40.03,71.24,74.8,34.115,271.5,215.0
2365,54.91,51.0,64.28,68.42,39.3,269.1,216.2
2366,43.03,40.11,60.8,63.79,26.132,268.7,213.7
2367,55.36,44.86,70.83,80.78,53.77,265.2,216.3
2368,51.55,45.35,85.74,91.8,40.68,267.9,217.0
2369,53.64,50.31,85.12,88.52,28.27,267.8,215.1
2370,48.32,39.13,63.05,71.65,48.734,268.6,215.2
2371,51.3,45.27,85.33,91.22,43.26,268.6,213.5
2372,55.44,46.33,85.33,94.09,56.39,267.5,215.1
2373,51.14,45.68,81.6,87.09,45.96,270.6,214.4
2374,46.39,40.15,80.21,86.31,43.94,268.7,214.6
2375,60.15,49.53,75.79,86.15,61.5,261.0,215.0
2376,50.49,44.98,65.14,70.34,32.374,269.1,214.1
2377,49.22,45.8,84.92,88.4,30.09,270.4,215.4
2378,53.88,50.59,85.21,88.48,25.41,269.5,215.4
2379,56.22,49.82,66.21,72.02,27.57,270.9,216.6
2380,54.7,45.84,83.57,91.8,42.27,267.8,216.2
2381,52.2,44.25,66.86,74.84,64.51,269.4,214.9
2382,48.44,40.44,68.09,75.79,47.949,266.7,215.7
2383,45.41,40.64,77.18,81.97,38.34,269.6,216.0
2384,61.91,51.29,75.67,85.74,54.2,265.2,216.6
2385,55.56,46.58,77.39,84.96,23.22,275.4,214.5
2386,51.18,46.87,86.39,90.77,37.68,271.5,216.0
2387,48.4,44.94,65.96,69.32,23.55,269.5,215.3
2388,50.16,44.08,75.17,81.11,42.576,269.3,215.3
2389,51.92,41.54,69.52,79.43,61.67,267.0,214.4
2390,55.89,49.82,65.39,70.91,20.29,262.2,215.8
2391,51.51,40.4,70.67,81.27,59.94,263.9,215.0
2392,52.0,45.84,85.37,91.39,42.28,267.6,214.7
2393,61.38,52.48,86.23,94.13,29.59,269.6,216.6
2394,43.28,39.91,71.49,75.09,35.91,270.1,215.8
2395,56.42,49.82,66.74,73.0,38.002,270.2,216.8
2396,49.42,41.71,63.83,70.95,33.55,267.0,216.9
2397,63.26,56.49,72.06,77.42,0.52,272.1,215.0
2398,47.95,45.02,75.09,78.16,29.363,268.5,213.4
2399,43.77,40.28,80.09,83.81,37.639,269.4,213.5
2400,55.89,46.74,85.53,94.17,51.78,267.9,214.4
2401,50.89,44.21,64.49,70.83,37.723,268.7,216.4
2402,49.01,40.93,68.01,75.83,49.687,266.0,215.4
2403,50.49,40.89,73.74,82.79,53.074,266.5,213.5
2404,55.89,49.9,65.27,70.79,30.15,268.8,213.5
2405,48.27,44.98,65.88,69.07,22.402,269.8,215.3
2406,58.14,49.2,85.86,94.21,46.55,269.0,215.7
2407,46.68,40.64,80.29,86.27,44.59,267.6,214.6
2408,43.12,40.07,61.17,64.32,29.121,271.4,215.5
2409,51.14,44.41,64.57,70.83,36.325,269.6,214.1
2410,55.97,45.07,75.22,85.53,60.69,268.1,215.6
2411,56.09,46.74,85.33,94.21,51.33,266.6,215.8
2412,62.77,53.46,85.9,94.58,47.54,267.4,214.5
2413,51.39,45.35,85.86,91.8,44.56,269.9,215.1
2414,48.11,45.27,74.76,77.75,28.427,269.3,214.9
2415,48.97,46.33,76.07,79.02,33.103,269.6,215.6
2416,59.25,50.1,70.79,79.27,40.87,264.9,215.0
2417,50.03,44.16,75.01,80.82,44.863,269.5,214.6
2418,61.09,50.22,75.5,85.78,54.7,263.5,214.8
2419,43.44,40.07,71.28,74.76,32.178,270.8,214.2
2420,51.34,44.45,65.02,71.36,33.77,270.7,215.7
2421,53.15,43.47,70.67,79.64,54.93,275.1,216.1
2422,46.68,40.64,80.29,86.27,43.76,267.1,215.1
2423,47.13,40.28,65.02,71.53,39.5,267.9,215.1
2424,48.03,45.27,74.72,77.67,29.704,269.6,214.5
2425,52.94,50.22,75.17,77.96,23.07,266.4,214.9
2426,51.34,45.27,85.33,91.18,39.8,268.9,214.4
2427,53.68,44.78,70.87,79.14,51.25,274.3,215.5
2428,49.01,45.39,85.74,89.38,30.25,270.9,215.6
2429,51.43,43.84,66.29,73.82,58.64,267.9,213.1
2430,56.91,50.47,75.58,81.72,35.25,265.4,215.6
2431,43.48,40.19,70.92,74.27,29.939,271.8,215.0
2432,50.2,40.23,66.53,75.95,53.32,267.6,216.3
2433,53.02,50.84,75.26,77.75,28.959,268.6,216.4
2434,63.22,53.46,75.54,84.59,41.69,264.8,216.3
2435,52.12,45.88,86.19,92.25,42.33,269.5,215.4
2436,48.32,45.19,64.77,67.8,19.94,268.5,216.5
2437,49.58,40.52,71.9,79.68,21.08,269.0,215.0
2438,45.94,39.25,71.2,77.67,45.71,270.4,214.8
2439,61.34,50.27,75.54,85.98,52.7,263.0,215.6
2440,56.91,50.47,75.54,81.64,34.62,265.5,214.6
2441,46.23,39.46,81.52,88.19,49.661,270.6,216.6
2442,60.64,50.43,85.66,95.36,55.14,265.5,215.4
2443,56.67,50.1,76.36,82.58,36.58,265.9,213.9
2444,45.57,39.25,69.44,75.62,45.002,269.3,214.8
2445,53.52,50.18,85.08,88.36,24.01,269.1,215.3
2446,46.02,39.78,80.42,86.68,50.45,268.5,214.4
2447,47.7,44.78,75.05,78.08,28.286,270.4,214.2
2448,55.73,45.8,70.18,79.39,49.21,269.8,216.5
2449,53.35,49.9,85.21,88.64,25.94,267.4,214.9
2450,49.01,39.74,63.83,72.47,49.146,268.3,213.9
2451,60.68,50.27,75.91,85.65,49.58,267.0,217.2
2452,48.72,45.6,76.12,79.47,34.702,271.1,215.2
2453,57.94,50.43,87.62,95.03,50.58,266.1,216.6
2454,50.85,42.69,66.49,73.86,30.48,267.5,216.0
2455,57.04,50.63,75.83,81.89,34.82,267.9,216.4
2456,43.81,40.32,80.09,83.81,37.912,271.0,214.8
2457,50.85,44.16,64.94,71.45,44.481,269.0,216.3
2458,46.55,40.64,80.09,85.94,45.25,269.2,214.3
2459,51.3,45.23,85.33,91.18,36.72,268.0,216.9
2460,56.01,49.94,65.39,70.91,25.2,267.6,215.1
2461,45.9,39.25,71.2,77.67,46.664,268.8,213.6
2462,43.65,40.23,64.08,67.52,27.47,268.0,215.0
2463,50.4,43.84,66.41,72.59,42.368,275.4,215.2
2464,48.48,45.52,75.75,78.78,26.41,270.4,215.5
2465,55.64,44.94,70.3,80.29,50.32,265.2,215.4
2466,59.94,50.43,85.29,94.29,48.25,264.5,215.8
2467,56.95,50.68,85.25,91.18,37.9,268.9,213.0
2468,55.52,44.82,70.3,80.29,47.34,264.5,216.7
2469,46.6,40.44,80.09,86.15,45.32,269.6,215.0
2470,55.56,46.01,70.02,78.98,47.9,266.1,215.5
2471,56.01,49.9,65.31,70.95,28.47,267.9,215.6
2472,46.84,40.6,80.21,86.35,47.28,270.0,214.0
2473,54.05,46.09,87.46,94.95,44.22,268.3,214.7
2474,56.14,49.9,65.84,71.61,28.3,266.4,215.5
2475,61.05,49.86,75.71,86.43,51.77,259.5,217.1
2476,56.09,49.77,76.2,82.3,37.79,266.4,216.3
2477,43.57,40.52,68.13,71.28,29.708,271.5,214.3
2478,51.92,41.71,69.61,79.31,57.88,266.9,214.9
2479,47.74,40.36,66.78,73.9,46.845,268.6,215.8
2480,58.76,49.69,70.06,78.41,38.59,265.6,215.6
2481,49.01,41.54,67.56,74.68,44.406,268.3,215.3
2482,46.39,40.19,80.09,86.15,43.88,269.7,215.3
2483,49.05,45.68,84.55,88.03,30.84,269.3,215.4
2484,43.97,40.4,80.09,83.85,35.632,269.3,215.5
2485,51.67,40.81,69.77,80.04,56.74,266.6,216.5
2486,51.51,40.44,69.97,80.41,59.05,266.8,215.2
2487,50.16,40.19,66.53,75.95,52.79,265.6,214.8
2488,61.38,50.47,75.5,85.86,56.02,265.4,217.0
2489,50.08,40.15,66.41,75.75,51.19,266.0,215.0
2490,44.55,40.19,69.85,74.19,34.605,270.6,215.3
2491,48.15,45.19,75.62,78.65,25.79,268.7,215.2
2492,59.08,49.94,70.63,79.14,44.2,266.0,214.6
2493,56.26,45.84,70.67,80.25,49.44,269.7,215.6
2494,54.01,50.76,85.25,88.52,26.32,269.6,216.4
2495,56.46,45.76,71.28,81.35,57.86,269.4,216.6
2496,45.57,39.21,69.28,75.46,42.514,269.2,216.0
2497,56.14,49.73,66.33,72.31,33.54,269.6,215.9
2498,57.04,50.68,85.62,91.63,36.39,269.4,215.7
2499,61.58,51.62,85.66,95.11,52.29,264.4,215.1
2500,56.67,50.22,75.58,81.68,35.98,265.7,213.4
2501,43.89,40.15,73.66,77.51,32.581,268.4,216.6
2502,60.64,50.47,75.87,85.53,55.68,265.7,215.1
2503,53.27,44.66,78.41,86.68,51.25,266.9,215.6
2504,45.65,39.29,69.48,75.62,42.477,269.1,214.1
2505,60.43,50.47,85.45,94.95,55.92,265.4,214.7
2506,61.09,49.86,75.75,86.43,57.08,265.0,217.4
2507,48.68,45.23,66.21,69.6,25.483,270.8,215.9
2508,50.03,44.0,75.83,81.72,41.36,269.7,216.7
2509,49.5,40.07,79.19,87.99,46.96,268.0,216.1
2510,59.49,49.9,71.53,80.41,44.42,268.5,217.0
2511,45.65,39.33,69.36,75.5,43.27,269.2,214.8
2512,54.95,45.64,84.88,93.8,58.52,268.5,214.4
2513,49.95,40.36,80.09,89.3,57.89,267.0,215.1
2514,58.63,50.96,72.76,78.9,1.24,270.4,215.3
2515,50.2,44.21,75.79,81.6,38.61,267.5,215.5
2516,50.12,40.93,80.7,89.54,53.23,266.5,216.9
