TEI,TEO,TCI,TCO,Heat,FWC,FWE
48.03,45.11,75.05,78.12,29.739,271.1,215.3
43.73,40.32,80.25,83.93,38.318,271.5,216.4
55.44,51.21,85.78,89.99,32.53,270.2,216.7
58.84,50.22,87.58,95.73,48.97,267.3,214
60.64,50.43,85.62,95.32,55.89,266.9,216.2
49.91,40.48,79.72,88.64,54.01,269,215.4
48.11,44.82,64.69,67.92,24.269,269.6,214.5
50.77,41.59,80.74,89.5,53.59,267.5,215.3
48.36,45.52,75.09,78.04,27.024,270.4,215.5
51.47,45.48,74.07,79.68,30.12,267.3,215.9
50.65,44.66,74.93,80.7,40.35,269.7,213.7
43.65,40.07,66.25,70.1,39.508,270,215
45.78,40.03,61.17,66.49,27.62,267.6,214.9
43.57,40.11,71.69,75.42,38.123,268.7,214.3
43.73,40.28,80.25,83.93,35.725,269.5,216.8
50.2,42.04,65.76,73.17,29.38,266.3,217.2
51.3,45.27,85.29,91.14,40.23,267.8,214.3
56.95,49.73,86.97,94.09,48.67,265.8,216.2
43.97,40.36,80.09,83.89,36.278,268.8,214.3
50.03,40.81,80.66,89.54,57.77,267.2,214.5
53.68,50.35,62.44,65.59,20.43,269.9,213.4
55.93,49.82,65.31,70.91,26.92,266.6,214.4
55.97,50.02,65.27,70.71,24.49,267.1,216.2
53.11,50.35,75.26,78.04,21.13,266,216.1
51.3,45.23,85.25,91.06,37.24,269.1,215.6
48.68,45.31,85.16,88.64,30.67,268.5,214.9
56.46,47.28,70.55,79.1,44.21,267.1,215.9
46.23,39.91,80.17,86.31,42.42,269.2,215.7
48.36,44.7,66.29,69.85,25.7,269.9,214.6
57.24,50.88,85.33,91.26,30.87,267.2,216.2
58.92,49.77,70.42,78.98,43.34,265.6,216.1
62.2,52.6,85.37,94.17,40.49,266.1,215.2
60.6,50.39,85.62,95.32,57.3,266.8,215.2
50.08,40.11,66.04,75.34,49.9,267.2,215
55.19,46.09,85.37,94.13,58.67,269,214.9
60.68,50.43,85.62,95.32,53.85,266.3,216.2
56.46,50.39,75.13,80.9,31.37,264.7,216.3
60.11,50.59,85.37,94.42,57.11,268.1,214
51.84,41.38,70.87,80.5,56.87,274.5,215.5
43.52,40.28,70.96,74.31,30.527,271.5,216.3
63.67,53.13,75.99,85.94,50.14,264.9,217.6
48.03,45.11,75.54,78.65,31.226,270.1,214.5
59,49.94,70.55,79.06,43.05,264.4,216
60.43,50.18,85.62,95.32,54.8,266.7,215.9
46.88,40.03,64.94,71.45,38.471,267.6,215.8
61.34,50.1,75.87,86.64,60.52,264.4,216.7
47.62,40.6,66.53,73.41,46.053,267.5,217.3
45.82,39.46,69.48,75.58,41.305,270,214.5
58.43,49.49,70.06,78.41,42.1,265,215.4
53.47,50.1,62.52,65.67,18.54,269.6,214.4
54.33,47.07,70.22,76.97,41.38,275.4,217.2
54.78,49.61,87.09,92.08,33.645,268.4,214.6
43.65,40.07,79.96,83.81,39.487,269.7,214.7
51.47,44.7,66.21,72.35,32.92,275,216.2
46.68,40.6,79.96,85.94,45.63,270.4,214.7
43.69,39.99,66.13,69.85,29.774,269,215.9
48.89,45.6,65.76,68.99,23.21,268.2,215.3
51.34,45.39,81.44,87.33,45.96,269.8,214.5
50.89,40.56,67.68,77.3,50.46,267.9,216.1
59.21,49.98,75.3,82.79,8.79,275.4,217.1
52.7,49.94,75.91,78.78,24.89,267.6,216.3
54.37,51.04,84.51,88.03,33.11,269.3,216.7
52.9,43.06,70.71,79.84,55.14,272.4,214.4
48.19,44.9,64.69,67.92,24.273,270.3,215.2
48.97,44.98,66.53,70.46,29.907,270.6,215.4
56.91,50.63,85.33,91.35,38.14,268.5,215.8
59.41,49.86,71.49,80.37,46.28,267.8,216
49.5,40.11,79.19,87.95,49.45,268.5,214.5
56.87,50.06,67.72,74.35,46.284,268.3,214.8
60.64,50.43,75.87,85.53,55.08,267.9,216.6
49.01,39.74,63.75,72.43,46.53,266.3,215.1
50.4,42.12,66.17,73.62,28.25,266.5,216.4
45.65,39.33,69.36,75.5,43.381,270.4,215.8
56.26,49.77,85.94,92.41,51.9234,269.9,214.5
53.39,49.94,85.86,89.38,31.08,269.5,213.2
57.94,51,82.54,89.05,35.35,268.3,217
60.39,51.49,86.15,94.21,37.86,268.6,214.3
48.64,45.43,64.69,67.8,22.27,269.7,214.1
45.69,39.33,69.32,75.46,42.477,268.8,213.8
56.26,46.87,85.33,94.21,52.85,267.8,214.9
55.23,46.58,82.67,90.57,36.12,267.5,215.7
45.41,40.48,68.42,73.25,34.512,268.9,215.7
56.46,47.48,84.84,93.11,43.92,268.6,213.9
51.92,45.72,86.19,92.25,41.85,269.1,217
57.08,50.22,67.35,74.03,46.1318,268.5,215.4
51.14,44.29,64.81,71.24,38.865,270.5,215
67.59,66.4,67.44,68.5,1.682E-45,3.868E-45,3.097E-45
44.18,40.85,79.23,82.83,38.166,270.5,214.2
43.89,40.6,62.73,66.08,30.971,271.3,212.4
43.12,40.32,60.68,63.63,29.026,271,214.5
48.68,45.68,74.89,78.04,29.452,269.2,215.4
50.65,41.46,80.78,89.54,54.83,268.8,215.6
55.93,49.86,65.31,70.91,30.68,269.7,214.5
50.28,41.01,80.78,89.58,53.45,268.2,215.4
55.97,45.39,70.38,80.29,51.83,266.2,215.8
43.77,40.32,80.25,83.93,37.092,269.1,213.6
58.88,58.91,59.61,59.98,1.682E-45,3.868E-45,3.097E-45
48.32,45.35,75.83,78.82,24.13,269.3,215.9
46.84,39.99,64.94,71.49,42.505,268.4,214.2
48.97,45.39,85.74,89.38,31.28,271.3,216.6
56.38,51.13,75.79,81.23,46.396,267.7,217
50.24,44.21,75.75,81.56,36.89,267.9,216.3
56.14,49.94,65.84,71.57,28.72,269.1,217.2
42.91,39.87,61.17,64.28,27.06,270.1,215.3
50.32,44.29,75.22,81.15,42.492,268,215.5
60.56,49.9,75.83,86.31,63.55,259.1,214
44.26,40.28,66.66,70.87,38.329,264.8,214.4
52.45,44.37,67.03,75.01,58.378,267.5,214.9
54.78,51.62,84.8,88.44,44.998,271.2,214.9
49.99,40.44,80.13,89.3,60.17,268,214.2
51.47,40.28,70.67,81.31,60.95,266,215.8
56.22,49.86,66.25,72.06,28.88,270.3,216
56.14,49.9,65.84,71.61,27.1,265.6,216.1
52.7,49.9,75.17,78.04,23.54,265.8,214.6
50.16,40.28,65.88,75.05,53.16,269.6,213.4
55.85,49.9,65.27,70.83,32.427,269,214.4
56.3,45.97,71.12,80.9,56.77,266.2,214.5
55.97,46.87,85.41,94.09,53.63,268,215.3
56.95,50.76,85.25,91.22,38.63,268.1,216
50.98,44.25,64.45,70.67,33.97,269.7,214.9
56.01,45.56,70.3,80.04,50.16,266.3,215.4
51.26,44.08,65.72,72.43,36.81,267.8,215.4
51.88,40.93,70.63,81.11,62.28,265.8,215.6
48.44,45.52,75.05,78.04,25.78,269.4,215.2
56.26,49.94,66.25,72.06,31.41,271.4,215.7
56.79,50.51,85.21,91.1,32.92,267.4,215.2
51.55,44.74,66.21,72.39,31.77,273.4,216.2
50.08,40.07,66.04,75.34,49.34,268.4,215.6
43.07,40.23,69.07,72.14,32.41,269.8,213.7
56.46,50.39,74.64,80.29,30.32,267.4,214.6
52.2,45.76,81.48,87.82,45.73,268.8,216.3
53.92,50.68,85.21,88.48,25.76,268.3,216.2
48.32,45.43,75.05,78,25.69,270.2,215.4
59.66,50.76,70.55,78.82,38.11,264.3,216.4
48.36,44.78,66.25,69.81,28.121,271.5,216.6
50.4,45.6,66.62,71.28,33.191,271,216
55.6,48.87,65.39,71.12,16.51,274.6,217.1
51.18,41.95,71.24,80.25,59.836,265.8,215.1
60.8,58.78,59.25,59.61,1.682E-45,3.868E-45,3.097E-45
43.61,39.95,66.08,69.85,33.871,269.6,214.2
56.67,50.27,76.2,82.5,41.371,265.3,217.1
51.3,40.52,69.61,79.72,55.3,266.1,214.5
56.01,45.15,75.22,85.45,55.69,265.8,215.4
55.93,49.86,65.31,70.87,27.38,269.4,216.1
53.97,50.72,85.25,88.52,26.93,271.5,216.9
49.46,41.79,67.89,75.13,45.51,270.9,215.4
64.49,54.2,86.35,95.52,31.95,265.6,215.4
48.97,45.48,66.25,69.64,24.57,270.1,214.5
42.87,39.87,61.13,64.24,28.866,270.4,214.3
45.74,39.42,69.4,75.54,43.978,270.3,215.1
54.58,53.21,62.52,64.04,16.57,269.9,216.1
49.05,45.52,85.74,89.38,33.15,270.6,214.8
51.1,44.45,66.08,72.06,30.65,275.4,216.1
51.84,45.68,85.37,91.39,42.44,269,215.9
50.61,44.57,75.13,81.11,44.378,268.8,216
59.08,59.03,59.66,59.94,1.682E-45,3.868E-45,3.097E-45
47.21,40.32,65.06,71.61,38.785,268.4,216.6
56.38,50.35,74.85,80.62,34.25,266.2,215.9
52,40.73,71.16,81.72,60.64,269,215.3
56.34,45.43,75.34,85.74,64.47,267.2,214.4
51.88,45.68,86.19,92.21,42.67,269.7,214.8
60.6,50.39,75.87,85.53,54.01,266.7,216.2
43.12,39.87,71.16,74.52,31.284,270.8,214
48.19,45.19,75.58,78.65,25.24,267.8,216.3
55.64,45.23,70.1,79.84,52.23,266.4,215
47.37,40.48,65.8,72.35,38.64,267.2,215.6
51.14,41.71,81.15,89.99,53.87,270.2,214.3
51.26,44.37,64.94,71.28,35.89,270.8,213.7
53.97,50.72,85.25,88.52,26.15,269.9,217
48.4,45.07,76.24,79.84,37.584,271.3,216.2
56.3,45.31,75.83,86.43,65.03,265.6,215.9
54.33,50.27,64.9,68.78,25.86,270.7,215.3
51.26,44.41,64.98,71.28,33.34,270.3,215.4
65.55,57.1,81.52,88.4,2.59,268.3,216.3
54.37,50.51,85.12,89.13,35.599,268.3,215.6
56.42,51.7,86.07,90.77,35.21,269.2,217.3
55.56,44.86,70.26,80.25,52.57,266.2,214.9
61.45,59.44,59.98,60.43,1.682E-45,3.868E-45,3.097E-45
44.83,40.44,77.88,82.42,42.45,271,214.2
50.98,44.16,64.73,71.08,37.263,271.2,215.2
54.09,50.59,64,67.56,30.012,269.4,215.8
56.46,49.08,74.48,81.44,39.836,266.8,214.6
59.21,50.1,70.75,79.31,45.74,266.3,215.9
52.66,49.94,75.13,77.96,24.67,267.3,215.8
44.51,40.6,72.51,76.52,35.642,270.5,215.5
48.4,45.52,74.89,77.79,24.41,268.7,213.1
47.25,40.4,65.06,71.65,42.366,267.6,215.2
53.06,50.31,75.91,78.73,24.84,268.8,213.7
53.52,50.22,85.12,88.44,26.57,268.9,215.8
59.78,51.62,76.07,83.93,47.2,264.8,215.5
55.07,51.25,71.49,75.54,38.096,266.1,214
51.59,45.39,85.78,91.88,44.32,268.5,215.4
52.66,49.9,75.22,78.04,23.65,266,213.7
50.69,44.53,76.07,82.05,40.28,268.3,215.8
45.53,39.13,69.16,75.34,42.117,269.5,215.3
56.67,50.27,75.58,81.68,34.77,265.1,215.5
48.11,44.86,64.65,67.88,25.635,269.7,214.5
58.39,49.45,69.97,78.28,39.54,265,216.2
55.97,49.9,65.31,70.91,27.26,267.3,216.1
56.71,46.09,75.83,85.98,60.01,267.1,216.8
55.6,44.9,70.3,80.37,55.11,265.8,215
48.07,45.15,75.17,78.32,31.705,268.3,215.3
56.95,50.68,85.33,91.3,35.47,267.8,216.4
56.18,45.56,75.01,85.08,58.28,267.6,216.3
53.92,50.06,64.24,67.8,18.73,270.7,216.3
56.01,49.94,65.31,70.91,28.76,269.5,216.5
56.91,50.63,85.33,91.35,35.4,267.1,217.4
56.14,49.9,65.84,71.61,29.48,267.3,215
48.11,44.9,64.69,67.92,27.612,270.2,213.6
46.39,40.19,81.03,87.09,46.13,272.1,215.2
50.49,44.86,66.17,71.41,27.47,267.7,216
46.27,39.91,80.13,86.35,44.01,268.7,215.6
53.11,50.39,75.38,78.16,23.87,268.5,215
51.3,44.45,64.98,71.32,33.95,269,215.2
43.69,40.15,80.25,83.98,35.315,269.7,215.9
57.61,50.84,71.04,77.38,31.37,264.5,216.2
53.15,50.39,75.26,78.08,22.89,267.2,216.9
60.97,50.14,75.5,85.7,55.12,264.6,214.4
48.52,44.94,85.45,89.18,33.38,269,216.3
54.29,50.92,71.94,75.58,35.328,265.4,215.1
50.16,40.19,66.53,75.91,53.61,267.4,214.8
46.55,40.68,79.88,85.82,49.455,268.4,213.9
55.36,46.38,85.33,94.05,56.1,267.2,216.8
55.6,44.9,70.26,80.29,56.58,267.1,214.3
48.03,44.86,76.36,79.76,34.117,269.5,215.4
48.32,45.31,75.54,78.78,33.777,272,216
47.09,39.95,66.21,72.96,41.286,269,215
49.01,45.52,66.21,69.6,23.12,269.7,217
43.57,40.03,79.96,83.85,42.6224,269.3,213.8
52.7,49.98,75.13,77.96,24.8,266.4,214.5
55.6,44.9,70.34,80.45,55.36,266.1,216.1
64.04,53.87,85.29,94.01,18.86,266.9,216.2
42.87,39.95,61.05,63.99,24.853,271.1,215.3
53.15,50.43,75.13,77.96,24.55,266,214.7
61.91,53.01,86.19,94.05,26.88,268.4,216.4
50.16,44.08,75.17,81.11,41.19,267,214.6
58.22,49.9,69.4,77.42,51.834,266.9,214.7
56.22,45.52,75.09,85.2,56.51,266.3,215.6
48.19,40.11,72.39,80.41,61.471,268.7,214.8
46.39,38.88,73.82,81.23,52.053,265.8,215
59.41,49.86,71.57,80.41,45.46,267.4,215
50.12,44.04,75.17,81.07,41.18,269.8,215.5
55.56,46.46,85.49,94.17,53.74,268.5,215.7
56.26,49.86,75.54,81.6,35.07,266.4,214.7
61.01,50.14,75.54,85.74,50.07,263.6,215.9
43.69,40.19,80.25,83.98,37.037,267.8,213.1
44.14,40.32,69.07,73,36.661,271.6,213.7
53.56,50.39,62.69,65.92,27.8,269.4,215
56.63,49.69,67.35,74.07,43.11,267.8,216.8
45.74,39.91,61.5,67.15,37.488,267.9,215.7
52,40.77,71.2,81.76,60.76,268.5,215.5
61.54,50.22,75.95,86.72,59.5,263.6,214.9
56.3,49.94,75.5,81.6,36.06,265.2,215.5
58.59,51.08,72.47,79.47,29.59,259.1,214.7
49.87,44,75.62,81.31,38.96,268.5,215
46.39,39.74,71.08,77.3,37.36,271.3,215.5
50.53,44.16,66,71.9,36.469,275.4,216
55.36,51.08,85.82,90.04,31.22,268.4,214.9
54.74,50.68,84.14,88.23,32.01,267.1,215
48.52,45.19,64.98,68.25,24.568,270.8,215.8
47.66,40.64,66.04,72.63,36.96,267.1,214.9
48.44,45.15,64.57,67.88,27.799,271.2,215.5
56.18,56.16,56.54,56.87,1.682E-45,3.868E-45,3.097E-45
55.64,44.94,70.3,80.33,53.97,266.1,215
61.05,50.18,75.46,85.78,51.11,263.6,218.2
52.12,40.89,70.18,80.74,55.9,266,216.1
59.94,50.47,85.29,94.29,53.71,267.9,216
50.98,44.33,64.57,71,44.362,270.2,215.7
51.63,43.06,75.79,83.32,28.96,270,214.2
56.95,50.76,85.21,91.1,35.1,268.2,216.4
50.08,40.52,79.96,89.01,54.76,267.8,214.4
54.25,49.65,65.96,70.3,24.88,269.2,217
49.5,41.34,66.29,73.98,44.47,268.7,216.1
56.55,49.53,86.27,93.27,51.799,266.2,215.2
51.26,41.99,80.99,89.71,50.42,269.1,216
50.81,40.97,66.78,75.95,50.93,268.8,215.1
49.17,41.95,63.14,69.77,32.16,268.1,215.8
53.47,50.1,62.52,65.71,19.4,269.3,215.7
53.52,50.22,85.12,88.44,27.24,269.2,214.6
56.46,50.14,75.46,81.48,34.5,266.3,216.3
55.56,45.19,70.02,79.72,55.06,268.2,214.6
54.5,50.39,65.43,69.4,25.68,267.2,215.5
49.5,45.8,76.07,79.88,34.652,270,213.9
55.56,44.86,70.3,80.41,55,266.7,216.9
46.84,39.66,82.22,89.38,55.974,267.9,214
60.93,49.94,75.58,86.02,57.25,264.2,215.4
43.97,40.4,80.09,83.85,35.914,269.3,214.9
48.52,45.43,74.6,77.96,34.012,268.8,217.1
60.72,50.1,76.65,86.6,50.45,265.1,215.9
49.46,40.4,78.45,86.92,46.61,267.7,215.2
55.97,49.86,65.35,70.91,24.5,266.6,215.3
57.24,50.76,76.24,82.46,38.89,268,216.2
45.86,39.33,69.56,75.87,43.207,269.5,215.2
52.78,46.09,77.59,84.34,54.8371,269.4,216
64.53,54.32,85.94,94.91,23.5,265.2,217.2
47.13,40.28,64.94,71.45,39.604,267.6,214.8
47.05,39.87,66.21,73.04,43.715,268.9,214.4
48.89,41.3,73.62,80.99,52.277,269.7,214.8
58.92,50.06,85.98,94.25,47.58,270.1,215.5
49.13,45.43,84.96,88.97,42.774,270.4,214.3
55.6,46.54,85.41,94.13,54.89,267.4,215.9
62.65,51.62,76.03,86.47,53.95,265.1,217.5
56.95,50.76,85.21,91.1,34.37,267.2,216.3
51.3,45.31,85.33,91.22,43.21,268.1,214.4
59.17,59.11,59.61,59.9,1.682E-45,3.868E-45,3.097E-45
48.36,45.39,75.83,78.82,24.41,270.3,216.2
44.67,39.91,81.89,86.72,41.294,270.4,214.9
47.91,40.6,68.7,75.58,40.08,268.7,215.5
53.23,50.68,74.52,77.3,28.645,266.6,213.9
46.8,40.81,76.57,82.54,47.367,269.4,214.7
51.59,45.43,85.74,91.8,42.1,267.7,216.8
46.39,39.78,71.08,77.34,40.63,270.8,214.7
46.96,40.11,64.9,71.41,39.532,267.9,215.1
54.01,50.14,64.65,68.38,25.375,270.7,216.1
43.52,39.82,66.17,69.89,30.6,270.4,215.7
48.77,45.23,85.25,88.89,31.76,268,214.7
43.57,39.91,80.78,84.59,36.184,271.2,214.6
55.07,45.8,85,93.84,55.5,268.4,215.1
45.9,39.78,62.15,68.01,36.176,268,216.1
53.88,50.22,76.44,80.29,34.3,265.6,215.3
45.94,39.37,69.32,75.91,53.104,269.1,214.9
47.46,40.48,65.84,72.39,36.41,265.8,213.9
50.65,43.31,75.05,82.05,46.48,272.3,216.3
47.99,45.23,74.72,77.59,26.771,271.3,215.5
54.13,50.92,84.59,87.91,29.31,269.9,216.5
46.31,40.07,80.99,87.05,42.79,271,216.3
56.79,47.11,70.71,79.8,48.97,267.2,216.4
56.79,50.63,85.12,90.98,35.75,267.3,214.5
56.79,45.76,75.99,86.47,57.3,265.7,217
57,50.76,85.37,91.35,37.64,268.3,215.9
47.41,41.46,80.42,86.31,45.66,269.8,214.8
51.18,44.98,85.86,92.04,46.05,267.8,216.4
46.68,40.6,80.25,86.27,44.13,267.8,215.7
49.63,40.48,78.57,87.09,46.65,267.5,214.3
57,46.58,75.83,85.78,59.72,267.2,216.1
49.01,45.52,66.25,69.6,22.1,269.3,215.4
48.72,39.5,63.55,72.1,46.66,268.8,214.7
46.64,40.4,80.29,86.51,48.727,268.7,214.6
53.76,49.9,64.53,68.25,24.5,268.3,215.3
56.67,47.73,85.41,93.88,48.33,266.8,216
53.97,46.29,74.48,81.85,48.45,269.9,216.1
47,40.68,81.11,87.37,47.7,270.7,216.7
55.97,45.15,75.22,85.45,58.84,267,215.3
48.32,45.48,74.93,77.83,25.22,270.9,216.5
49.3,45.31,65.39,69.36,29.75,267.9,215.8
50.61,42.4,66.78,74.52,47.14,270.4,215.8
48.4,45.48,75.83,78.82,25.95,271.2,216.7
56.38,47.44,84.71,92.98,41.03,267.9,216.5
46.68,40.6,80.25,86.27,43.33,267.6,216.4
53.64,50.22,62.56,65.8,21.34,270.4,213.4
48.4,45.43,75.83,78.82,25.14,271.2,215.5
48.27,44.74,77.88,81.48,29.469,268.4,216.4
58.84,48.51,75.95,86.06,60.14,262.8,217.5
50.61,44.53,75.13,81.11,44.783,269.2,214.5
52.86,49.94,75.38,78.53,30.731,266.2,215.3
50.12,40.15,66.53,75.91,51.06,266.7,215.9
53.43,50.02,85.25,88.64,26.11,268.7,215.2
55.36,46.29,85.33,94.01,52.75,267.2,216.1
57.24,50.84,85.33,91.3,32.69,268.4,215.7
53.35,45.31,68.54,76.28,46.656,266.7,217
43.65,40.44,62.44,65.84,33.0861,268.7,214.1
55.93,45.84,70.3,79.68,51.38,268,214.3
55.6,44.9,70.26,80.25,53.16,267.4,215.7
43.81,40.11,72.84,76.65,32.899,267.9,214.9
53.64,50.27,62.44,65.59,18.79,270.1,214.3
49.22,45.64,84.02,87.87,39.546,270.1,215.1
61.38,50.47,75.54,85.86,59.95,265.7,213.8
62.2,52.19,85.66,94.99,48.11,267,216.2
50.28,42.12,65.84,73.25,30.06,266.8,217
52.9,49.9,77.06,80.29,31.756,268.3,216.6
56.14,49.9,65.8,71.57,30.03,267.9,214.9
43.93,40.19,70.22,74.07,32.924,267.1,214.6
45.61,39.05,69.61,75.91,42.503,269.2,214.3
56.46,50.27,85.33,91.26,37.26,268.9,216.5
50.2,41.26,72.84,80.66,26.46,269.4,215.4
49.79,42.08,65.51,72.43,29.03,268,214.7
51.18,46.09,82.18,87.21,37.52,270.2,216.9
50.2,40.81,79.35,88.23,52.12,267.2,214.9
49.17,39.95,78.49,86.96,40.41,267.4,215.7
49.5,41.3,74.15,82.05,59.094,273.7,214.5
45.86,39.05,71.37,78.08,48.44,267.4,215
56.91,50.43,73.95,80.17,36.33,266.8,217.7
49.95,40.4,79.96,89.01,55.31,268.3,214.6
52.7,45.43,69.11,76.03,49.669,275.4,215.6
53.97,50.76,85.08,88.4,30.2,270.5,215.2
56.22,49.69,86.23,92.7,47.807,267.7,215.3
51.75,45.84,84.84,90.73,45.01,269,216.3
43.97,40.56,70.18,73.74,34.153,271.4,214.8
46.43,40.48,80.09,85.9,39.05,266.9,215.9
46.76,40.68,80.21,86.23,44.26,267.4,215.2
50.61,45.48,86.68,91.71,37,269.5,215.2
51.3,45.23,81.85,87.78,43.48,270.9,215.8
55.89,45.19,70.42,80.45,55.27,267,215
53.11,50.43,75.42,78.2,24.15,266.9,215.8
49.91,42.69,64.77,71.36,28.85,267.4,216.8
54.13,50.8,85.21,88.52,26.64,270.4,214.5
56.95,49.9,71.08,77.71,33.98,263.8,215.1
46.6,40.73,67.68,73.29,36.45,270.9,216.4
56.34,45.84,70.96,80.74,52.6,268.7,216.2
51.26,45.19,85.29,91.26,41.9,267.3,215.9
61.7,51.74,85.7,95.15,54.82,266.9,215.7
53.8,49.9,64.57,68.25,21.35,268.8,216.2
53.52,50.22,85.08,88.4,27.56,268.9,213.7
56.34,49.98,66.29,72.1,27.11,268.2,216
55.64,45.19,70.1,79.8,45.77,265.2,216.2
49.91,45.6,82.91,87.37,40.45,270.6,215.9
53.6,50.22,62.56,65.8,21.75,270.2,215
61.7,51.78,85.66,95.19,57.93,266.6,216.4
51.59,45.35,85.74,91.8,41.54,268.8,215.6
49.38,44.57,77.18,81.81,29.72,267,214.8
54.13,46.46,72.43,79.84,45.93,264.6,214.6
50.65,44.7,74.97,80.7,36.86,267.2,214.9
51.51,40.48,69.93,80.37,60.44,266.1,214.5
55.85,49.77,65.31,71,31.22,268,215.9
48.97,45.39,85.78,89.42,31.19,269.4,214.8
56.95,50.68,85.33,91.3,36.08,269.4,217.1
56.01,45.68,75.62,85.49,59.61,267.5,216.1
51.47,42.53,80.62,89.01,47.21,268.8,216.2
51.63,40.19,70.1,80.95,60.46,265.8,216
59.37,49.82,71.53,80.33,43.48,267.1,215
48.93,45.64,65.8,69.03,23.58,267.5,213.9
63.34,53.46,75.62,84.75,40.07,264.6,216.8
56.83,50.1,67.48,74.03,43.393,266.4,215.3
47,40.19,64.9,71.41,41.712,269.1,215.4
47.54,41.34,81.07,87.17,47.31,271.2,214.8
61.05,51.58,85.62,94.5,47.97,266.6,215.4
59.98,50.55,85.33,94.38,55.85,266.9,215.6
54.05,45.15,83.16,91.35,40.71,268.5,215.8
59.12,49.94,70.55,79.14,43.13,264.9,215.8
48.15,44.86,64.65,67.88,24.133,269.9,215.1
47.37,40.03,66.58,73.7,47.818,268.5,215.9
49.58,46.09,62.24,65.18,6.329,269.8,215.1
48.77,45.56,64.32,67.47,22.96,270.2,216.5
48.07,45.15,75.54,78.61,28.913,269.4,215.4
55.07,46.74,70.38,78.32,47.709,267.9,216.4
56.59,56.61,57.81,58.38,1.682E-45,3.868E-45,3.097E-45
61.01,50.1,75.42,85.74,57.89,265.8,215.2
49.09,45.64,85.04,88.56,29.95,269.2,215.1
43.61,40.07,80.78,84.59,38.827,270.3,216
56.75,50.51,84.88,90.9,40.47,268.7,214.9
50.81,41.42,81.11,90.08,57.21,269,215.3
53.56,46.17,75.13,82.09,45.15,273.5,216
60.68,50.43,85.78,95.48,55.22,267,216
46.88,41.05,79.8,85.74,49.337,267.5,214.6
56.14,49.94,65.8,71.61,33.02,266.9,213.9
51.14,44.33,64.86,71.24,37.199,268.5,214.4
56.87,50.43,75.54,81.68,37.22,266.7,214.7
56.22,47.07,85.57,94.21,50.05,268.4,216.1
42.79,39.91,61.05,64.04,28.023,271.2,214.8
55.6,45.19,70.06,79.76,49.19,266.4,216
56.95,50.68,85.29,91.26,37.13,268.7,215.4
51.39,44.29,66.04,72.88,45.344,268.8,215.3
59.45,49.9,71.57,80.41,44.16,268.1,216.5
50.16,40.28,65.92,75.05,44.74,267.7,216.4
62.24,63.2,64.28,65.14,1.682E-45,3.868E-45,3.097E-45
54.13,50.8,85.29,88.6,25.48,269.6,216
49.95,41.09,65.51,73.86,47.32,267.5,215.7
49.17,45.76,84.67,88.15,30.7,270,213.8
54.95,45.64,84.92,93.8,54.83,267,214.6
61.7,51.74,85.7,95.11,48.88,265.3,217.2
60.92,58.95,59.25,59.53,1.682E-45,3.868E-45,3.097E-45
45.65,39.37,69.4,75.46,41.627,269.5,214.8
56.34,45.68,71.2,81.15,56.31,269.7,215.6
50.61,44.62,74.85,80.54,35.02,269,215.5
59.86,50.35,85.25,94.25,50.51,265.7,215.3
49.17,45.76,84.67,88.19,32.78,270.3,213.2
55.23,46.09,85.33,94.13,56.57,268.5,216.2
54.91,45.97,83.9,92.29,46.18,266.7,215
51.26,44.08,65.72,72.39,34.46,269.3,217.5
56.05,47.15,84.1,92.29,40.07,268.3,216.1
56.26,45.64,75.01,85.12,63.72,268.7,214.8
57.24,48.83,77.22,85.41,51.263,263.9,215.4
56.95,50.59,75.83,81.85,34.77,268.1,216.3
60.35,50.27,85.49,95.11,58.19,267,215.3
49.13,45.64,85.41,89.09,33.75,266.5,214.9
66.17,59.93,73.78,78.65,-0.69,272.3,213.4
65.59,57.02,82.38,89.38,2.29,267.2,216.4
54.01,49.9,65.31,69.28,26.923,269.2,215.4
43.32,39.87,71.57,75.21,35.086,269.7,215
48.11,39.17,63.05,71.36,44.02,266.8,214.4
53.88,49.98,64.61,68.29,20.87,268.1,216.4
48.15,45.23,75.54,78.65,30.278,269,215.6
59.04,49.86,70.59,79.1,43.03,266.3,214.8
61.5,52.23,74.64,83.4,46.28,264.6,216
59.98,50.51,85.33,94.29,53,267.4,214.9
50.69,44.7,75.01,80.74,36.63,268.8,215.3
51.47,45.23,85.7,91.84,44.12,267.3,214.8
58.06,51.21,68.05,74.52,38.388,268.5,215.2
46.84,40.77,80.95,86.92,45.43,270.1,214.7
44.26,40.81,80.09,83.77,37.764,271.5,214.9
43.69,40.28,80.25,83.89,36.16,269.5,215.2
50.44,41.01,66.33,75.13,44.62,266.7,216.6
51.34,44.57,66.21,72.31,32.16,275.4,215.6
56.75,50.51,85.04,91.06,37.72,265.9,215.2
62.81,53.91,86.07,93.68,18.77,269.2,215.9
48.44,45.52,64.57,67.56,26.131,271,216
46.84,39.95,65.06,71.69,41.94,267,215.4
51.3,40.52,69.61,79.68,54.2,267.4,215.5
56.22,56.2,56.54,56.83,1.682E-45,3.868E-45,3.097E-45
49.01,39.78,63.79,72.47,49.595,268.2,215.6
55.32,46.29,85.45,94.05,52.57,267.9,215.5
49.09,41.83,63.3,69.97,34.01,267.4,213.7
55.32,46.25,85.33,94.05,53.11,266.7,216.6
56.91,46.01,75.83,86.23,58.65,265.4,216.4
